plan_id,day,book,book_name,chapter_start,chapter_end,title
mcheyne_365,55,EXO,出埃及记,5,5,M'Cheyne · 出埃及记5 + 路加福音11 + 诗篇55 + 以弗所书4
mcheyne_365,56,EXO,出埃及记,6,6,M'Cheyne · 出埃及记6 + 路加福音12 + 诗篇56 + 以弗所书5
mcheyne_365,57,EXO,出埃及记,7,7,M'Cheyne · 出埃及记7 + 路加福音13 + 诗篇57 + 以弗所书6
mcheyne_365,58,EXO,出埃及记,8,8,M'Cheyne · 出埃及记8 + 路加福音14 + 诗篇58 + 腓立比书1
mcheyne_365,59,EXO,出埃及记,9,9,M'Cheyne · 出埃及记9 + 路加福音15 + 诗篇59 + 腓立比书2
mcheyne_365,60,EXO,出埃及记,10,10,M'Cheyne · 出埃及记10 + 路加福音16 + 诗篇60 + 腓立比书3
mcheyne_365,61,EXO,出埃及记,11,11,M'Cheyne · 出埃及记11 + 路加福音17 + 诗篇61 + 腓立比书4
mcheyne_365,62,EXO,出埃及记,12,12,M'Cheyne · 出埃及记12 + 路加福音18 + 诗篇62 + 歌罗西书1
mcheyne_365,63,EXO,出埃及记,13,13,M'Cheyne · 出埃及记13 + 路加福音19 + 诗篇63 + 歌罗西书2
mcheyne_365,64,EXO,出埃及记,14,14,M'Cheyne · 出埃及记14 + 路加福音20 + 诗篇64 + 歌罗西书3
mcheyne_365,65,EXO,出埃及记,15,15,M'Cheyne · 出埃及记15 + 路加福音21 + 诗篇65 + 歌罗西书4
mcheyne_365,66,EXO,出埃及记,16,16,M'Cheyne · 出埃及记16 + 路加福音22 + 诗篇66 + 帖撒罗尼迦前书1
mcheyne_365,67,EXO,出埃及记,17,17,M'Cheyne · 出埃及记17 + 路加福音23 + 诗篇67 + 帖撒罗尼迦前书2
mcheyne_365,68,EXO,出埃及记,18,18,M'Cheyne · 出埃及记18 + 路加福音24 + 诗篇68 + 帖撒罗尼迦前书3
mcheyne_365,69,EXO,出埃及记,19,19,M'Cheyne · 出埃及记19 + 约翰福音1 + 诗篇69 + 帖撒罗尼迦前书4
mcheyne_365,70,EXO,出埃及记,20,20,M'Cheyne · 出埃及记20 + 约翰福音2 + 诗篇70 + 帖撒罗尼迦前书5
mcheyne_365,71,EXO,出埃及记,21,21,M'Cheyne · 出埃及记21 + 约翰福音3 + 诗篇71 + 帖撒罗尼迦后书1
mcheyne_365,72,EXO,出埃及记,22,22,M'Cheyne · 出埃及记22 + 约翰福音4 + 诗篇72 + 帖撒罗尼迦后书2
mcheyne_365,73,EXO,出埃及记,23,23,M'Cheyne · 出埃及记23 + 约翰福音5 + 诗篇73 + 帖撒罗尼迦后书3
mcheyne_365,74,EXO,出埃及记,24,24,M'Cheyne · 出埃及记24 + 约翰福音6 + 诗篇74 + 提摩太前书1
mcheyne_365,75,EXO,出埃及记,25,25,M'Cheyne · 出埃及记25 + 约翰福音7 + 诗篇75 + 提摩太前书2
mcheyne_365,76,EXO,出埃及记,26,26,M'Cheyne · 出埃及记26 + 约翰福音8 + 诗篇76 + 提摩太前书3
mcheyne_365,77,EXO,出埃及记,27,27,M'Cheyne · 出埃及记27 + 约翰福音9 + 诗篇77 + 提摩太前书4
mcheyne_365,78,EXO,出埃及记,28,28,M'Cheyne · 出埃及记28 + 约翰福音10 + 诗篇78 + 提摩太前书5
mcheyne_365,79,EXO,出埃及记,29,29,M'Cheyne · 出埃及记29 + 约翰福音11 + 诗篇79 + 提摩太前书6
mcheyne_365,80,EXO,出埃及记,30,30,M'Cheyne · 出埃及记30 + 约翰福音12 + 诗篇80 + 提摩太后书1
mcheyne_365,81,EXO,出埃及记,31,31,M'Cheyne · 出埃及记31 + 约翰福音13 + 诗篇81 + 提摩太后书2
mcheyne_365,82,EXO,出埃及记,32,32,M'Cheyne · 出埃及记32 + 约翰福音14 + 诗篇82 + 提摩太后书3
mcheyne_365,83,EXO,出埃及记,33,33,M'Cheyne · 出埃及记33 + 约翰福音15 + 诗篇83 + 提摩太后书4
mcheyne_365,84,EXO,出埃及记,34,34,M'Cheyne · 出埃及记34 + 约翰福音16 + 诗篇84 + 提多书1
mcheyne_365,85,EXO,出埃及记,35,35,M'Cheyne · 出埃及记35 + 约翰福音17 + 诗篇85 + 提多书2
mcheyne_365,86,EXO,出埃及记,36,36,M'Cheyne · 出埃及记36 + 约翰福音18 + 诗篇86 + 提多书3
mcheyne_365,87,EXO,出埃及记,37,37,M'Cheyne · 出埃及记37 + 约翰福音19 + 诗篇87 + 腓利门书1
mcheyne_365,88,EXO,出埃及记,38,38,M'Cheyne · 出埃及记38 + 约翰福音20 + 诗篇88 + 希伯来书1
mcheyne_365,89,EXO,出埃及记,39,39,M'Cheyne · 出埃及记39 + 约翰福音21 + 诗篇89 + 希伯来书2
mcheyne_365,90,EXO,出埃及记,40,40,M'Cheyne · 出埃及记40 + 使徒行传1 + 诗篇90 + 希伯来书3
mcheyne_365,91,LEV,利未记,1,1,M'Cheyne · 利未记1 + 使徒行传2 + 诗篇91 + 希伯来书4
mcheyne_365,92,LEV,利未记,2,2,M'Cheyne · 利未记2 + 使徒行传3 + 诗篇92 + 希伯来书5
mcheyne_365,93,LEV,利未记,3,3,M'Cheyne · 利未记3 + 使徒行传4 + 诗篇93 + 希伯来书6
mcheyne_365,94,LEV,利未记,4,4,M'Cheyne · 利未记4 + 使徒行传5 + 诗篇94 + 希伯来书7
mcheyne_365,95,LEV,利未记,5,5,M'Cheyne · 利未记5 + 使徒行传6 + 诗篇95 + 希伯来书8
mcheyne_365,96,LEV,利未记,6,6,M'Cheyne · 利未记6 + 使徒行传7 + 诗篇96 + 希伯来书9
mcheyne_365,97,LEV,利未记,7,7,M'Cheyne · 利未记7 + 使徒行传8 + 诗篇97 + 希伯来书10
mcheyne_365,98,LEV,利未记,8,8,M'Cheyne · 利未记8 + 使徒行传9 + 诗篇98 + 希伯来书11
mcheyne_365,99,LEV,利未记,9,9,M'Cheyne · 利未记9 + 使徒行传10 + 诗篇99 + 希伯来书12
mcheyne_365,100,LEV,利未记,10,10,M'Cheyne · 利未记10 + 使徒行传11 + 诗篇100 + 希伯来书13
mcheyne_365,101,LEV,利未记,11,11,M'Cheyne · 利未记11 + 使徒行传12 + 诗篇101 + 雅各书1
mcheyne_365,102,LEV,利未记,12,12,M'Cheyne · 利未记12 + 使徒行传13 + 诗篇102 + 雅各书2
mcheyne_365,103,LEV,利未记,13,13,M'Cheyne · 利未记13 + 使徒行传14 + 诗篇103 + 雅各书3
mcheyne_365,104,LEV,利未记,14,14,M'Cheyne · 利未记14 + 使徒行传15 + 诗篇104 + 雅各书4
mcheyne_365,105,LEV,利未记,15,15,M'Cheyne · 利未记15 + 使徒行传16 + 诗篇105 + 雅各书5
mcheyne_365,106,LEV,利未记,16,16,M'Cheyne · 利未记16 + 使徒行传17 + 诗篇106 + 彼得前书1
mcheyne_365,107,LEV,利未记,17,17,M'Cheyne · 利未记17 + 使徒行传18 + 诗篇107 + 彼得前书2
mcheyne_365,108,LEV,利未记,18,18,M'Cheyne · 利未记18 + 使徒行传19 + 诗篇108 + 彼得前书3
mcheyne_365,109,LEV,利未记,19,19,M'Cheyne · 利未记19 + 使徒行传20 + 诗篇109 + 彼得前书4
mcheyne_365,110,LEV,利未记,20,20,M'Cheyne · 利未记20 + 使徒行传21 + 诗篇110 + 彼得前书5
mcheyne_365,111,LEV,利未记,21,21,M'Cheyne · 利未记21 + 使徒行传22 + 诗篇111 + 彼得后书1
mcheyne_365,112,LEV,利未记,22,22,M'Cheyne · 利未记22 + 使徒行传23 + 诗篇112 + 彼得后书2
mcheyne_365,113,LEV,利未记,23,23,M'Cheyne · 利未记23 + 使徒行传24 + 诗篇113 + 彼得后书3
mcheyne_365,114,LEV,利未记,24,24,M'Cheyne · 利未记24 + 使徒行传25 + 诗篇114 + 约翰一书1
mcheyne_365,115,LEV,利未记,25,25,M'Cheyne · 利未记25 + 使徒行传26 + 诗篇115 + 约翰一书2
mcheyne_365,116,LEV,利未记,26,26,M'Cheyne · 利未记26 + 使徒行传27 + 诗篇116 + 约翰一书3
mcheyne_365,117,LEV,利未记,27,27,M'Cheyne · 利未记27 + 使徒行传28 + 诗篇117 + 约翰一书4
mcheyne_365,118,NUM,民数记,1,1,M'Cheyne · 民数记1 + 马太福音1 + 诗篇118 + 约翰一书5
mcheyne_365,119,NUM,民数记,2,2,M'Cheyne · 民数记2 + 马太福音2 + 诗篇119 + 约翰二书1
mcheyne_365,120,NUM,民数记,3,3,M'Cheyne · 民数记3 + 马太福音3 + 诗篇120 + 约翰三书1
mcheyne_365,121,NUM,民数记,4,4,M'Cheyne · 民数记4 + 马太福音4 + 诗篇121 + 犹大书1
mcheyne_365,122,NUM,民数记,5,5,M'Cheyne · 民数记5 + 马太福音5 + 诗篇122 + 启示录1
mcheyne_365,123,NUM,民数记,6,6,M'Cheyne · 民数记6 + 马太福音6 + 诗篇123 + 启示录2
mcheyne_365,124,NUM,民数记,7,7,M'Cheyne · 民数记7 + 马太福音7 + 诗篇124 + 启示录3
mcheyne_365,125,NUM,民数记,8,8,M'Cheyne · 民数记8 + 马太福音8 + 诗篇125 + 启示录4
mcheyne_365,126,NUM,民数记,9,9,M'Cheyne · 民数记9 + 马太福音9 + 诗篇126 + 启示录5
mcheyne_365,127,NUM,民数记,10,10,M'Cheyne · 民数记10 + 马太福音10 + 诗篇127 + 启示录6
mcheyne_365,128,NUM,民数记,11,11,M'Cheyne · 民数记11 + 马太福音11 + 诗篇128 + 启示录7
mcheyne_365,129,NUM,民数记,12,12,M'Cheyne · 民数记12 + 马太福音12 + 诗篇129 + 启示录8
mcheyne_365,130,NUM,民数记,13,13,M'Cheyne · 民数记13 + 马太福音13 + 诗篇130 + 启示录9
mcheyne_365,131,NUM,民数记,14,14,M'Cheyne · 民数记14 + 马太福音14 + 诗篇131 + 启示录10
mcheyne_365,132,NUM,民数记,15,15,M'Cheyne · 民数记15 + 马太福音15 + 诗篇132 + 启示录11
mcheyne_365,133,NUM,民数记,16,16,M'Cheyne · 民数记16 + 马太福音16 + 诗篇133 + 启示录12
mcheyne_365,134,NUM,民数记,17,17,M'Cheyne · 民数记17 + 马太福音17 + 诗篇134 + 启示录13
mcheyne_365,135,NUM,民数记,18,18,M'Cheyne · 民数记18 + 马太福音18 + 诗篇135 + 启示录14
mcheyne_365,136,NUM,民数记,19,19,M'Cheyne · 民数记19 + 马太福音19 + 诗篇136 + 启示录15
mcheyne_365,137,NUM,民数记,20,20,M'Cheyne · 民数记20 + 马太福音20 + 诗篇137 + 启示录16
mcheyne_365,138,NUM,民数记,21,21,M'Cheyne · 民数记21 + 马太福音21 + 诗篇138 + 启示录17
mcheyne_365,139,NUM,民数记,22,22,M'Cheyne · 民数记22 + 马太福音22 + 诗篇139 + 启示录18
mcheyne_365,140,NUM,民数记,23,23,M'Cheyne · 民数记23 + 马太福音23 + 诗篇140 + 启示录19
mcheyne_365,141,NUM,民数记,24,24,M'Cheyne · 民数记24 + 马太福音24 + 诗篇141 + 启示录20
mcheyne_365,142,NUM,民数记,25,25,M'Cheyne · 民数记25 + 马太福音25 + 诗篇142 + 启示录21
mcheyne_365,143,NUM,民数记,26,26,M'Cheyne · 民数记26 + 马太福音26 + 诗篇143 + 启示录22
mcheyne_365,144,NUM,民数记,27,27,M'Cheyne · 民数记27 + 马太福音27 + 诗篇144 + 罗马书1
mcheyne_365,145,NUM,民数记,28,28,M'Cheyne · 民数记28 + 马太福音28 + 诗篇145 + 罗马书2
mcheyne_365,146,NUM,民数记,29,29,M'Cheyne · 民数记29 + 马可福音1 + 诗篇146 + 罗马书3
mcheyne_365,147,NUM,民数记,30,30,M'Cheyne · 民数记30 + 马可福音2 + 诗篇147 + 罗马书4
mcheyne_365,148,NUM,民数记,31,31,M'Cheyne · 民数记31 + 马可福音3 + 诗篇148 + 罗马书5
mcheyne_365,149,NUM,民数记,32,32,M'Cheyne · 民数记32 + 马可福音4 + 诗篇149 + 罗马书6
mcheyne_365,150,NUM,民数记,33,33,M'Cheyne · 民数记33 + 马可福音5 + 诗篇150 + 罗马书7
mcheyne_365,151,NUM,民数记,34,34,M'Cheyne · 民数记34 + 马可福音6 + 箴言1 + 罗马书8
mcheyne_365,152,NUM,民数记,35,35,M'Cheyne · 民数记35 + 马可福音7 + 箴言2 + 罗马书9
mcheyne_365,153,NUM,民数记,36,36,M'Cheyne · 民数记36 + 马可福音8 + 箴言3 + 罗马书10
mcheyne_365,154,DEU,申命记,1,1,M'Cheyne · 申命记1 + 马可福音9 + 箴言4 + 罗马书11
mcheyne_365,155,DEU,申命记,2,2,M'Cheyne · 申命记2 + 马可福音10 + 箴言5 + 罗马书12
mcheyne_365,156,DEU,申命记,3,3,M'Cheyne · 申命记3 + 马可福音11 + 箴言6 + 罗马书13
mcheyne_365,157,DEU,申命记,4,4,M'Cheyne · 申命记4 + 马可福音12 + 箴言7 + 罗马书14
mcheyne_365,158,DEU,申命记,5,5,M'Cheyne · 申命记5 + 马可福音13 + 箴言8 + 罗马书15
mcheyne_365,159,DEU,申命记,6,6,M'Cheyne · 申命记6 + 马可福音14 + 箴言9 + 罗马书16
mcheyne_365,160,DEU,申命记,7,7,M'Cheyne · 申命记7 + 马可福音15 + 箴言10 + 哥林多前书1
mcheyne_365,161,DEU,申命记,8,8,M'Cheyne · 申命记8 + 马可福音16 + 箴言11 + 哥林多前书2
mcheyne_365,162,DEU,申命记,9,9,M'Cheyne · 申命记9 + 路加福音1 + 箴言12 + 哥林多前书3
mcheyne_365,163,DEU,申命记,10,10,M'Cheyne · 申命记10 + 路加福音2 + 箴言13 + 哥林多前书4
mcheyne_365,164,DEU,申命记,11,11,M'Cheyne · 申命记11 + 路加福音3 + 箴言14 + 哥林多前书5
mcheyne_365,165,DEU,申命记,12,12,M'Cheyne · 申命记12 + 路加福音4 + 箴言15 + 哥林多前书6
mcheyne_365,166,DEU,申命记,13,13,M'Cheyne · 申命记13 + 路加福音5 + 箴言16 + 哥林多前书7
mcheyne_365,167,DEU,申命记,14,14,M'Cheyne · 申命记14 + 路加福音6 + 箴言17 + 哥林多前书8
mcheyne_365,168,DEU,申命记,15,15,M'Cheyne · 申命记15 + 路加福音7 + 箴言18 + 哥林多前书9
mcheyne_365,169,DEU,申命记,16,16,M'Cheyne · 申命记16 + 路加福音8 + 箴言19 + 哥林多前书10
mcheyne_365,170,DEU,申命记,17,17,M'Cheyne · 申命记17 + 路加福音9 + 箴言20 + 哥林多前书11
mcheyne_365,171,DEU,申命记,18,18,M'Cheyne · 申命记18 + 路加福音10 + 箴言21 + 哥林多前书12
mcheyne_365,172,DEU,申命记,19,19,M'Cheyne · 申命记19 + 路加福音11 + 箴言22 + 哥林多前书13
mcheyne_365,173,DEU,申命记,20,20,M'Cheyne · 申命记20 + 路加福音12 + 箴言23 + 哥林多前书14
mcheyne_365,174,DEU,申命记,21,21,M'Cheyne · 申命记21 + 路加福音13 + 箴言24 + 哥林多前书15
mcheyne_365,175,DEU,申命记,22,22,M'Cheyne · 申命记22 + 路加福音14 + 箴言25 + 哥林多前书16
mcheyne_365,176,DEU,申命记,23,23,M'Cheyne · 申命记23 + 路加福音15 + 箴言26 + 哥林多后书1
mcheyne_365,177,DEU,申命记,24,24,M'Cheyne · 申命记24 + 路加福音16 + 箴言27 + 哥林多后书2
mcheyne_365,178,DEU,申命记,25,25,M'Cheyne · 申命记25 + 路加福音17 + 箴言28 + 哥林多后书3
mcheyne_365,179,DEU,申命记,26,26,M'Cheyne · 申命记26 + 路加福音18 + 箴言29 + 哥林多后书4
mcheyne_365,180,DEU,申命记,27,27,M'Cheyne · 申命记27 + 路加福音19 + 箴言30 + 哥林多后书5
mcheyne_365,181,DEU,申命记,28,28,M'Cheyne · 申命记28 + 路加福音20 + 箴言31 + 哥林多后书6
mcheyne_365,182,DEU,申命记,29,29,M'Cheyne · 申命记29 + 路加福音21 + 传道书1 + 哥林多后书7
mcheyne_365,183,DEU,申命记,30,30,M'Cheyne · 申命记30 + 路加福音22 + 传道书2 + 哥林多后书8
mcheyne_365,184,DEU,申命记,31,31,M'Cheyne · 申命记31 + 路加福音23 + 传道书3 + 哥林多后书9
mcheyne_365,185,DEU,申命记,32,32,M'Cheyne · 申命记32 + 路加福音24 + 传道书4 + 哥林多后书10
mcheyne_365,186,DEU,申命记,33,33,M'Cheyne · 申命记33 + 约翰福音1 + 传道书5 + 哥林多后书11
mcheyne_365,187,DEU,申命记,34,34,M'Cheyne · 申命记34 + 约翰福音2 + 传道书6 + 哥林多后书12
mcheyne_365,188,JOS,约书亚记,1,1,M'Cheyne · 约书亚记1 + 约翰福音3 + 传道书7 + 哥林多后书13
mcheyne_365,189,JOS,约书亚记,2,2,M'Cheyne · 约书亚记2 + 约翰福音4 + 传道书8 + 加拉太书1
mcheyne_365,190,JOS,约书亚记,3,3,M'Cheyne · 约书亚记3 + 约翰福音5 + 传道书9 + 加拉太书2
mcheyne_365,191,JOS,约书亚记,4,4,M'Cheyne · 约书亚记4 + 约翰福音6 + 传道书10 + 加拉太书3
mcheyne_365,192,JOS,约书亚记,5,5,M'Cheyne · 约书亚记5 + 约翰福音7 + 传道书11 + 加拉太书4
mcheyne_365,193,JOS,约书亚记,6,6,M'Cheyne · 约书亚记6 + 约翰福音8 + 传道书12 + 加拉太书5
mcheyne_365,194,JOS,约书亚记,7,7,M'Cheyne · 约书亚记7 + 约翰福音9 + 雅歌1 + 加拉太书6
mcheyne_365,195,JOS,约书亚记,8,8,M'Cheyne · 约书亚记8 + 约翰福音10 + 雅歌2 + 以弗所书1
mcheyne_365,196,JOS,约书亚记,9,9,M'Cheyne · 约书亚记9 + 约翰福音11 + 雅歌3 + 以弗所书2
mcheyne_365,197,JOS,约书亚记,10,10,M'Cheyne · 约书亚记10 + 约翰福音12 + 雅歌4 + 以弗所书3
mcheyne_365,198,JOS,约书亚记,11,11,M'Cheyne · 约书亚记11 + 约翰福音13 + 雅歌5 + 以弗所书4
mcheyne_365,199,JOS,约书亚记,12,12,M'Cheyne · 约书亚记12 + 约翰福音14 + 雅歌6 + 以弗所书5
mcheyne_365,200,JOS,约书亚记,13,13,M'Cheyne · 约书亚记13 + 约翰福音15 + 雅歌7 + 以弗所书6
mcheyne_365,201,JOS,约书亚记,14,14,M'Cheyne · 约书亚记14 + 约翰福音16 + 雅歌8 + 腓立比书1
mcheyne_365,202,JOS,约书亚记,15,15,M'Cheyne · 约书亚记15 + 约翰福音17 + 诗篇1 + 腓立比书2
mcheyne_365,203,JOS,约书亚记,16,16,M'Cheyne · 约书亚记16 + 约翰福音18 + 诗篇2 + 腓立比书3
mcheyne_365,204,JOS,约书亚记,17,17,M'Cheyne · 约书亚记17 + 约翰福音19 + 诗篇3 + 腓立比书4
mcheyne_365,205,JOS,约书亚记,18,18,M'Cheyne · 约书亚记18 + 约翰福音20 + 诗篇4 + 歌罗西书1
mcheyne_365,206,JOS,约书亚记,19,19,M'Cheyne · 约书亚记19 + 约翰福音21 + 诗篇5 + 歌罗西书2
mcheyne_365,207,JOS,约书亚记,20,20,M'Cheyne · 约书亚记20 + 使徒行传1 + 诗篇6 + 歌罗西书3
mcheyne_365,208,JOS,约书亚记,21,21,M'Cheyne · 约书亚记21 + 使徒行传2 + 诗篇7 + 歌罗西书4
mcheyne_365,209,JOS,约书亚记,22,22,M'Cheyne · 约书亚记22 + 使徒行传3 + 诗篇8 + 帖撒罗尼迦前书1
mcheyne_365,210,JOS,约书亚记,23,23,M'Cheyne · 约书亚记23 + 使徒行传4 + 诗篇9 + 帖撒罗尼迦前书2
mcheyne_365,211,JOS,约书亚记,24,24,M'Cheyne · 约书亚记24 + 使徒行传5 + 诗篇10 + 帖撒罗尼迦前书3
mcheyne_365,212,JDG,士师记,1,1,M'Cheyne · 士师记1 + 使徒行传6 + 诗篇11 + 帖撒罗尼迦前书4
mcheyne_365,213,JDG,士师记,2,2,M'Cheyne · 士师记2 + 使徒行传7 + 诗篇12 + 帖撒罗尼迦前书5
mcheyne_365,214,JDG,士师记,3,3,M'Cheyne · 士师记3 + 使徒行传8 + 诗篇13 + 帖撒罗尼迦后书1
mcheyne_365,215,JDG,士师记,4,4,M'Cheyne · 士师记4 + 使徒行传9 + 诗篇14 + 帖撒罗尼迦后书2
mcheyne_365,216,JDG,士师记,5,5,M'Cheyne · 士师记5 + 使徒行传10 + 诗篇15 + 帖撒罗尼迦后书3
mcheyne_365,217,JDG,士师记,6,6,M'Cheyne · 士师记6 + 使徒行传11 + 诗篇16 + 提摩太前书1
mcheyne_365,218,JDG,士师记,7,7,M'Cheyne · 士师记7 + 使徒行传12 + 诗篇17 + 提摩太前书2
mcheyne_365,219,JDG,士师记,8,8,M'Cheyne · 士师记8 + 使徒行传13 + 诗篇18 + 提摩太前书3
mcheyne_365,220,JDG,士师记,9,9,M'Cheyne · 士师记9 + 使徒行传14 + 诗篇19 + 提摩太前书4
mcheyne_365,221,JDG,士师记,10,10,M'Cheyne · 士师记10 + 使徒行传15 + 诗篇20 + 提摩太前书5
